"date","companyId","marketCap","price","change","volume","ticker","name","superSectorId","superSector"
07/06/2017,11,364080000.00,3.07,0.98,10200,"PINE4","Banco Pine",37,"Financials"
07/06/2017,12,77010000000.00,10.20,0.39,5500,"SANB4","Santander",37,"Financials"
07/06/2017,13,59360000000.00,30.00,-0.90,5065900,"BBSE3","BB Seguridade",37,"Financials"
07/06/2017,16,8890000000.00,12.30,1.46,6902400,"BRML3","BR Malls",38,"Real Estate"
07/06/2017,17,2690000000.00,8.92,1.12,319300,"BRPR3","BR Properties",38,"Real Estate"
07/06/2017,36,61040000.00,1.23,2.44,4100,"CRDE3","CR2",38,"Real Estate"
07/06/2017,40,780330000.00,5.35,-0.37,1139100,"DIRR3","Direcional",38,"Real Estate"
07/06/2017,58,337560000.00,4.99,0.20,600,"GSHP3","General Shopping",38,"Real Estate"
07/06/2017,50,2960000000.00,17.88,0.39,312500,"EZTC3","EZTec",38,"Real Estate"
07/06/2017,245,1280000000.00,13.69,-0.15,38100,"MLFT4","Gruçai",38,"Real Estate"
07/06/2017,65,5790000000.00,32.25,1.86,1358300,"IGTA3","Iguatemi",38,"Real Estate"
07/06/2017,122,664700000.00,2.26,-0.88,402900,"TCSA3","Tecnisa",38,"Real Estate"
20/12/2016,127,0,20.00,0.00,1300,"TGLT32","TGLT",38,"Real Estate"
07/06/2017,146,3120000000.00,15.17,1.78,1170800,"ALSC3","Aliansce Shopping",38,"Real Estate"
07/06/2017,94,101340000.00,2.02,1.98,3781400,"PDGR3","PDG",38,"Real Estate"
07/06/2017,117,1470000000.00,19.35,-0.26,85200,"SSBR3","Sonae Sierra Brasil",38,"Real Estate"
07/06/2017,108,218960000.00,5.19,0.00,500000,"RDNI3","Rodobens",38,"Real Estate"
07/06/2017,169,280990000.00,1.53,-0.65,15100,"BBRK3","Brasil Brokers",38,"Real Estate"
07/06/2017,215,4140000000.00,10.83,0.09,748800,"CYRE3","Cyrela",38,"Real Estate"
31/05/2017,216,152460000.00,78.01,7.68,528,"CEOC11B","CCP - Cyrela Commercial Properties",38,"Real Estate"
